GEOID,eviction_2020, eviction_2021,eviction_2022,eviction_2023,own_occ_rate,corp_own_rate,median_yearbuilt,median_price,median_prslpr,mortgage,median_totrooms,median_bathrooms,median_bedrooms,median_lotsize,median_intersf,median_flip_horizon,median_price_diff,median_price_diff_pch,median_lasqbin,mean_month_horizon,buyer_llc_ind_sum,buyer_bus_ind_sum,buyer_trst_ind_sum,buyer_bnk_ind_sum,buyer_gse_ind_sum,buyer_gov_ind_sum,seller_llc_ind_sum,seller_llp_ind_sum,seller_bus_ind_sum,seller_trst_ind_sum,seller_bnk_ind_sum,seller_gse_ind_sum,seller_gov_ind_sum,flip_ind_sum,buy_side_flip_sum,sell_side_flip_sum,restype_R1F_sum,sum_institutional_investor,sum_large_investor,sum_medium_investor,sum_non_investor,sum_small_investor,sum_non_small_llc_investor,sum_small_llc_investor,count_1.FAM.RES,count_2.FAM.RES,count_3.FAM.RES,count_CONDOMINIUM,count_RES.DEV.LAND,percent_owners,num_sales_transactions,years,pop,male,female,pop_u18,pop_18_64,pop_65o,nhwhi,nhaa,nhna,nhas,nhpi,nhoth,nhmlt,lat,fam,hh,fhh,fhh2,fhh3,fhh4,fhh5,fhh6,fhh7o,nfhh,nfhh1,nfhh2,nfhh3,nfhh4,nfhh5,nfhh6,nfhh7o,acs_year,mhi,mhi_me,o_mhi,o_mhi_me,r_mhi,r_mhi_me
25025010103,1.0,1.0,0.0,1.0,0.0,0.2741935483870967,949.5,161000.0,0.0,393750.0,0.0,0,0.0,6883.5,1380.0,,,,1400.5,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,100.0,2,2010.0,4569.0,1818.0,2751.0,19.0,4524.0,26.0,2574.0,130.0,4.0,1328.0,0.0,21.0,165.0,347.0,50.0,490.0,50.0,44.0,3.0,2.0,1.0,0.0,0.0,440.0,313.0,100.0,11.0,16.0,0.0,0.0,0.0,2007-11,14953.0,14486.0,76618.0,80999.0,14009.0,8624.0
25025010104,3.0,6.0,9.0,4.0,0.1620553359683794,0.2738565782044043,1900.0,373925.0,175000.0,232250.0,3.0,1,1.0,733.5,732.5,1116.0,57250.0,18.395,750.5,15.0,31,5,34,1,0,0,132,0,42,61,4,0,0,91,92,91,0,11.0,14.0,32.0,862.0,51.0,939.0,31.0,0.0,1.0,0.0,940.0,0.0,32.2,970,2010.0,4804.0,2207.0,2597.0,103.0,4355.0,346.0,3140.0,128.0,8.0,967.0,0.0,14.0,138.0,409.0,381.0,1916.0,381.0,296.0,59.0,20.0,5.0,0.0,1.0,1535.0,1148.0,308.0,59.0,15.0,4.0,0.0,1.0,2007-11,29818.0,11467.0,101893.0,49203.0,20542.0,9314.0
25025010203,33.0,18.0,14.0,21.0,0.1356993736951983,0.3006263048016701,1910.0,224625.0,91500.0,150000.0,3.0,1,1.0,530.0,526.0,960.0,41625.0,22.01,550.5,13.0,23,6,20,6,1,0,95,0,14,37,10,0,1,93,93,93,0,48.0,24.0,25.0,536.0,23.0,631.0,25.0,0.0,0.0,0.0,631.0,0.0,31.2,656,2010.0,5569.0,2800.0,2769.0,169.0,5053.0,347.0,3605.0,278.0,11.0,916.0,4.0,21.0,165.0,569.0,549.0,3499.0,549.0,421.0,89.0,28.0,10.0,1.0,0.0,2950.0,1959.0,835.0,126.0,28.0,1.0,1.0,0.0,2007-11,35303.0,9273.0,82669.0,31044.0,31515.0,6676.0
25025010204,5.0,5.0,4.0,11.0,0.1762048192771084,0.2936746987951807,1920.0,374000.0,74000.0,200000.0,4.0,1,2.0,890.0,932.0,1077.5,49000.0,19.045,950.5,15.0,21,5,8,0,1,0,88,0,3,25,2,0,0,33,34,33,1,11.0,11.0,14.0,298.0,17.0,330.0,21.0,1.0,0.0,0.0,328.0,0.0,37.9,351,2010.0,3173.0,1449.0,1724.0,31.0,3100.0,42.0,2134.0,90.0,3.0,669.0,0.0,7.0,92.0,178.0,115.0,1188.0,115.0,79.0,26.0,10.0,0.0,0.0,0.0,1073.0,608.0,319.0,109.0,28.0,6.0,3.0,0.0,2007-11,31389.0,4981.0,54054.0,69503.0,30000.0,12250.0
25025010300,4.0,0.0,0.0,8.0,0.1164658634538152,0.1606425702811245,1915.0,218000.0,85000.0,153400.0,2.0,1,1.0,503.0,503.0,1000.5,38125.0,20.745,550.5,16.0,2,2,4,1,1,0,4,0,0,13,1,1,0,24,25,24,0,4.0,3.0,3.0,149.0,7.0,164.0,2.0,0.0,0.0,1.0,161.0,0.0,31.9,166,2010.0,4861.0,1657.0,3204.0,134.0,4676.0,51.0,3381.0,377.0,3.0,477.0,4.0,19.0,143.0,457.0,114.0,395.0,114.0,44.0,48.0,15.0,6.0,1.0,0.0,281.0,220.0,43.0,10.0,8.0,0.0,0.0,0.0,2007-11,27438.0,11898.0,76875.0,157446.0,25625.0,23803.0
25025010403,16.0,3.0,7.0,44.0,0.194059405940594,0.2415841584158415,2002.0,280000.0,0.0,200000.0,3.0,1,1.0,489.0,479.0,1029.0,25600.0,8.21,450.5,13.0,14,2,7,1,0,0,155,0,5,14,1,0,0,27,29,27,0,7.0,10.0,15.0,282.0,23.0,323.0,14.0,0.0,0.0,1.0,311.0,0.0,31.5,337,2010.0,3003.0,1577.0,1426.0,105.0,2540.0,358.0,1686.0,295.0,10.0,628.0,0.0,10.0,81.0,293.0,311.0,2025.0,311.0,251.0,37.0,17.0,5.0,0.0,1.0,1714.0,1277.0,334.0,75.0,23.0,3.0,2.0,0.0,2007-11,16786.0,7373.0,61442.0,80435.0,16218.0,6304.0
25025010404,2.0,0.0,1.0,14.0,0.1235370611183355,0.2613784135240572,1899.0,335000.0,193000.0,221600.0,4.0,1,2.0,825.0,825.0,1115.0,70500.0,22.26,850.5,12.0,20,0,16,0,0,0,14,0,4,27,2,0,0,76,79,76,8,13.0,5.0,25.0,516.0,18.0,557.0,20.0,8.0,0.0,1.0,546.0,0.0,28.8,577,2010.0,5817.0,2739.0,3078.0,84.0,5632.0,101.0,4068.0,259.0,4.0,936.0,4.0,23.0,137.0,386.0,194.0,1810.0,194.0,141.0,35.0,8.0,5.0,5.0,0.0,1616.0,673.0,610.0,208.0,92.0,21.0,9.0,3.0,2007-11,16735.0,13735.0,66058.0,28515.0,15599.0,6375.0
25025010405,5.0,5.0,6.0,25.0,0.0930787589498806,0.3532219570405728,1920.0,275000.0,139000.0,183475.0,4.0,1,1.0,638.0,638.0,918.5,56000.0,25.905,650.5,13.0,7,1,6,0,0,0,6,0,2,3,1,0,0,31,32,31,0,6.0,4.0,13.0,162.0,3.0,181.0,7.0,0.0,0.0,0.0,174.0,0.0,21.8,188,2010.0,5522.0,2703.0,2819.0,120.0,5092.0,310.0,3767.0,426.0,10.0,717.0,2.0,15.0,150.0,435.0,152.0,966.0,152.0,100.0,29.0,17.0,2.0,4.0,0.0,814.0,567.0,125.0,61.0,47.0,10.0,3.0,1.0,2007-11,13580.0,2514.0,63500.0,28356.0,12699.0,2122.0
25025010408,1.0,6.0,3.0,8.0,0.2302405498281786,0.2474226804123711,1900.0,237000.0,121500.0,163500.0,3.0,1,1.0,530.0,530.0,1008.0,42500.0,21.955,550.5,12.0,4,1,8,1,1,0,12,0,3,25,3,1,0,36,36,36,1,6.0,8.0,7.0,230.0,9.0,256.0,4.0,1.0,0.0,0.0,258.0,0.0,26.5,260,2010.0,1426.0,717.0,709.0,46.0,1348.0,32.0,1014.0,50.0,2.0,206.0,1.0,1.0,19.0,133.0,126.0,943.0,126.0,96.0,22.0,8.0,0.0,0.0,0.0,817.0,547.0,226.0,39.0,5.0,0.0,0.0,0.0,2007-11,51078.0,13729.0,205054.0,84842.0,46944.0,12863.0
25025010500,4.0,5.0,6.0,8.0,0.2755298651252408,0.3468208092485549,1890.0,520000.0,292500.0,340000.0,4.0,1,2.0,1034.0,1016.0,1084.5,82500.0,18.915,1050.5,14.0,6,2,10,2,0,0,7,0,2,19,3,0,0,40,42,40,7,7.0,4.0,9.0,285.0,6.0,303.0,8.0,7.0,6.0,1.0,283.0,0.0,25.4,311,2010.0,3044.0,1487.0,1557.0,115.0,2563.0,366.0,1970.0,308.0,4.0,405.0,1.0,12.0,53.0,291.0,310.0,1655.0,310.0,225.0,54.0,21.0,6.0,4.0,0.0,1345.0,946.0,287.0,95.0,17.0,0.0,0.0,0.0,2007-11,42099.0,9003.0,250001.0,0.0,37188.0,14813.0
25025010600,15.0,10.0,15.0,23.0,0.3104786545924967,0.2522639068564036,1925.0,595250.0,151000.0,210600.0,4.0,1,2.0,926.0,899.0,1189.0,119000.0,23.17,850.5,13.0,14,7,40,1,0,0,114,0,19,62,0,0,1,70,72,70,2,6.0,2.0,8.0,546.0,40.0,588.0,14.0,2.0,3.0,0.0,585.0,0.0,29.1,602,2010.0,2858.0,1380.0,1478.0,179.0,2209.0,470.0,2159.0,134.0,2.0,361.0,0.0,6.0,40.0,156.0,530.0,1854.0,530.0,393.0,86.0,42.0,7.0,1.0,1.0,1324.0,1090.0,216.0,13.0,5.0,0.0,0.0,0.0,2007-11,75547.0,20890.0,80313.0,72535.0,73854.0,24962.0
25025010701,0.0,3.0,3.0,1.0,0.2835689045936396,0.2685512367491166,1897.5,650500.0,279500.0,286850.0,4.0,1,1.0,1050.0,1041.0,1062.0,80000.0,17.56,1050.5,15.0,56,11,41,1,1,0,36,0,17,57,7,1,2,82,86,82,9,11.0,10.0,19.0,786.0,38.0,807.0,57.0,9.0,4.0,0.0,792.0,0.0,28.8,864,2010.0,2478.0,1302.0,1176.0,111.0,2204.0,163.0,2009.0,57.0,2.0,211.0,0.0,14.0,49.0,136.0,302.0,1396.0,302.0,211.0,58.0,29.0,4.0,0.0,0.0,1094.0,858.0,196.0,34.0,3.0,0.0,1.0,2.0,2007-11,98786.0,9937.0,250001.0,0.0,81518.0,29627.0
25025010702,1.0,3.0,1.0,2.0,0.2941919191919191,0.2512626262626262,1899.0,642000.0,311500.0,286400.0,4.0,1,1.0,1070.0,1042.0,1073.0,82000.0,15.66,1050.5,13.0,65,15,49,1,0,0,85,0,25,72,4,0,0,109,115,109,1,10.0,10.0,31.0,893.0,56.0,935.0,65.0,1.0,2.0,4.0,924.0,0.0,28.6,1000,2010.0,2400.0,1140.0,1260.0,165.0,1947.0,288.0,2080.0,53.0,2.0,122.0,1.0,3.0,37.0,102.0,415.0,1402.0,415.0,304.0,59.0,36.0,8.0,7.0,1.0,987.0,821.0,140.0,22.0,4.0,0.0,0.0,0.0,2007-11,90068.0,14055.0,151809.0,92513.0,82426.0,9235.0
25025010801,2.0,1.0,2.0,0.0,0.3454221165279429,0.1771700356718192,1890.0,581150.0,277750.0,289500.0,4.0,1,2.0,940.0,935.0,1045.0,75000.0,15.37,950.5,13.0,23,3,50,1,1,0,85,0,6,88,4,0,0,126,131,126,4,14.0,10.0,26.0,1007.0,47.0,1080.0,24.0,4.0,0.0,0.0,1090.0,0.0,27.8,1104,2010.0,2783.0,1286.0,1497.0,175.0,2218.0,390.0,2336.0,62.0,3.0,186.0,0.0,5.0,52.0,139.0,480.0,1651.0,480.0,351.0,75.0,41.0,11.0,2.0,0.0,1171.0,1003.0,158.0,10.0,0.0,0.0,0.0,0.0,2007-11,154402.0,36301.0,179453.0,28569.0,125882.0,74010.0
25025010802,2.0,5.0,4.0,3.0,0.2915129151291513,0.2445967316816025,1895.0,520000.0,282062.5,287750.0,4.0,1,2.0,870.0,870.0,1088.0,73937.5,16.1,850.5,14.0,35,17,48,1,0,0,59,0,18,99,7,0,0,119,122,119,26,9.0,11.0,34.0,1124.0,38.0,1180.0,36.0,26.0,7.0,0.0,1162.0,0.0,24.7,1216,2010.0,3059.0,1515.0,1544.0,205.0,2554.0,300.0,2542.0,47.0,0.0,277.0,0.0,15.0,59.0,119.0,470.0,1871.0,470.0,314.0,95.0,48.0,8.0,5.0,0.0,1401.0,1105.0,264.0,27.0,3.0,2.0,0.0,0.0,2007-11,88370.0,16022.0,138996.0,29413.0,58237.0,12370.0
25025020101,1.0,1.0,5.0,3.0,0.3678779721848362,0.1973979362943023,1899.0,605000.0,244000.0,270000.0,4.0,1,2.0,805.0,895.0,1114.5,80000.0,16.81,850.5,12.0,54,12,106,1,0,0,118,0,39,132,1,0,0,123,129,123,174,9.0,15.0,24.0,1282.0,67.0,1340.0,57.0,174.0,24.0,12.0,1125.0,0.0,32.9,1397,2010.0,4193.0,1902.0,2291.0,464.0,3138.0,591.0,3782.0,26.0,1.0,186.0,1.0,19.0,39.0,139.0,809.0,2473.0,809.0,526.0,106.0,117.0,49.0,7.0,4.0,1664.0,1339.0,296.0,26.0,2.0,1.0,0.0,0.0,2007-11,94390.0,8390.0,122824.0,31950.0,79267.0,18303.0
25025020200,2.0,3.0,18.0,12.0,0.2697318007662835,0.2130268199233716,1899.0,364500.0,182500.0,248000.0,4.0,1,1.0,620.0,630.0,1138.0,64000.0,16.29,650.5,14.0,31,7,36,2,2,0,44,0,24,47,2,2,2,93,92,93,53,11.0,6.0,23.0,863.0,50.0,921.0,32.0,53.0,5.0,1.0,846.0,0.0,25.7,953,2010.0,3649.0,1639.0,2010.0,155.0,3219.0,275.0,3039.0,121.0,3.0,236.0,0.0,10.0,66.0,174.0,429.0,2302.0,429.0,317.0,69.0,36.0,6.0,1.0,0.0,1873.0,1202.0,593.0,73.0,4.0,1.0,0.0,0.0,2007-11,66944.0,17704.0,119479.0,79461.0,45417.0,13773.0
25025020301,1.0,4.0,12.0,7.0,0.1906825568797399,0.1852654387865655,1967.0,315000.0,140000.0,180800.0,3.0,1,1.0,737.0,737.0,1047.0,41750.0,13.715,750.5,11.0,3,1,11,1,0,0,6,0,2,33,1,0,0,30,30,30,0,1.0,13.0,16.0,273.0,20.0,319.0,4.0,0.0,0.0,0.0,313.0,0.0,44.0,323,2010.0,2023.0,946.0,1077.0,117.0,1562.0,344.0,1403.0,51.0,2.0,416.0,0.0,4.0,39.0,108.0,322.0,1250.0,322.0,225.0,61.0,26.0,7.0,3.0,0.0,928.0,766.0,135.0,24.0,3.0,0.0,0.0,0.0,2007-11,74000.0,17612.0,76500.0,50600.0,72188.0,20840.0
25025020302,4.0,3.0,11.0,12.0,0.3228476821192053,0.2350993377483443,1899.0,530000.0,191000.0,312000.0,4.0,1,2.0,885.0,895.0,1162.0,70000.0,14.86,850.5,15.0,11,1,19,1,0,0,14,0,1,28,1,0,0,32,33,32,6,2.0,3.0,14.0,420.0,14.0,441.0,12.0,6.0,4.0,1.0,425.0,0.0,30.7,453,2010.0,1181.0,553.0,628.0,57.0,1055.0,69.0,1011.0,31.0,1.0,60.0,0.0,3.0,14.0,61.0,155.0,675.0,155.0,115.0,23.0,16.0,1.0,0.0,0.0,520.0,334.0,150.0,30.0,2.0,1.0,0.0,3.0,2007-11,93674.0,16208.0,157396.0,55194.0,64414.0,49799.0
25025020303,18.0,25.0,45.0,67.0,0.2645206438068579,0.3079076277116865,1964.0,405000.0,151250.0,255000.0,3.0,1,1.0,901.0,896.5,1117.5,47500.0,12.27,900.5,14.0,23,4,20,0,0,0,36,0,14,34,1,0,0,46,47,46,0,1.0,4.0,12.0,489.0,36.0,519.0,23.0,0.0,0.0,0.0,515.0,0.0,31.9,542,2010.0,3400.0,2069.0,1331.0,228.0,2821.0,351.0,2047.0,564.0,6.0,329.0,1.0,8.0,72.0,373.0,462.0,1632.0,462.0,305.0,94.0,50.0,13.0,0.0,0.0,1170.0,954.0,195.0,16.0,5.0,0.0,0.0,0.0,2007-11,91136.0,30102.0,120167.0,73490.0,82292.0,38590.0
25025030100,0.0,2.0,2.0,1.0,0.2941176470588235,0.2130365659777424,1900.0,333250.0,91500.0,245300.0,3.0,1,1.0,673.5,698.5,942.0,55000.0,16.62,700.5,13.0,11,0,17,1,1,0,34,0,6,29,4,1,0,27,25,27,3,3.0,7.0,5.0,277.0,12.0,293.0,11.0,3.0,5.0,7.0,253.0,0.0,35.2,304,2010.0,1954.0,883.0,1071.0,62.0,1650.0,242.0,1818.0,19.0,0.0,30.0,2.0,5.0,12.0,68.0,196.0,1276.0,196.0,139.0,37.0,14.0,6.0,0.0,0.0,1080.0,737.0,296.0,39.0,7.0,1.0,0.0,0.0,2007-11,55278.0,11858.0,80417.0,44107.0,49640.0,10812.0
25025030200,0.0,3.0,3.0,4.0,0.2192513368983957,0.2281639928698752,1899.0,420000.0,0.0,287000.0,4.0,1,1.0,740.0,746.0,1019.0,25000.0,6.59,750.5,14.0,20,2,6,1,0,0,37,0,15,19,1,0,0,21,24,21,3,2.0,11.0,6.0,212.0,16.0,226.0,21.0,3.0,0.0,7.0,205.0,0.0,32.0,247,2010.0,1665.0,766.0,899.0,68.0,1413.0,184.0,1523.0,8.0,6.0,36.0,1.0,6.0,16.0,69.0,182.0,1044.0,182.0,132.0,26.0,17.0,4.0,1.0,2.0,862.0,551.0,276.0,28.0,7.0,0.0,0.0,0.0,2007-11,56082.0,11012.0,69412.0,43347.0,54770.0,5580.0
25025030300,16.0,19.0,27.0,25.0,0.3206180589087397,0.2235634958957025,1900.0,535000.0,225000.0,275000.0,3.0,1,1.0,1082.0,1068.0,1037.5,73242.0,15.79,1050.5,12.0,84,11,54,5,0,0,58,0,30,111,18,0,0,112,115,112,0,9.0,9.0,26.0,1020.0,65.0,1040.0,89.0,0.0,0.0,0.0,1052.0,0.0,34.2,1129,2010.0,4872.0,2669.0,2203.0,268.0,3765.0,839.0,3988.0,250.0,12.0,286.0,1.0,18.0,78.0,239.0,741.0,2468.0,741.0,557.0,119.0,55.0,8.0,2.0,0.0,1727.0,1345.0,353.0,24.0,4.0,1.0,0.0,0.0,2007-11,122309.0,14687.0,173173.0,51275.0,68393.0,29773.0
25025030400,0.0,1.0,5.0,1.0,0.23582995951417,0.23582995951417,1910.0,389000.0,68000.0,238400.0,4.0,1,1.0,750.0,765.0,1069.5,58500.0,18.0,750.5,14.0,19,4,27,1,0,0,108,0,9,38,1,1,0,44,46,44,1,5.0,1.0,13.0,455.0,21.0,475.0,20.0,1.0,1.0,6.0,444.0,0.0,33.3,495,2010.0,2451.0,1103.0,1348.0,106.0,2125.0,220.0,2253.0,13.0,5.0,74.0,0.0,6.0,22.0,78.0,268.0,1513.0,268.0,179.0,59.0,21.0,6.0,2.0,1.0,1245.0,819.0,344.0,73.0,9.0,0.0,0.0,0.0,2007-11,60603.0,11581.0,83625.0,65760.0,56733.0,9769.0
25025030500,1.0,4.0,1.0,0.0,0.4038308060654429,0.2003192338387869,1915.0,488000.0,206000.0,288000.0,4.0,1,2.0,946.0,970.0,1127.0,75937.5,18.28,950.5,13.0,34,5,31,0,1,0,83,0,10,76,1,0,0,66,67,66,1,6.0,8.0,12.0,689.0,32.0,713.0,34.0,1.0,0.0,8.0,719.0,0.0,29.2,747,2010.0,2538.0,1199.0,1339.0,113.0,2154.0,271.0,2294.0,13.0,0.0,107.0,0.0,7.0,24.0,93.0,372.0,1457.0,372.0,264.0,71.0,28.0,9.0,0.0,0.0,1085.0,680.0,322.0,74.0,7.0,2.0,0.0,0.0,2007-11,98906.0,22273.0,136719.0,42270.0,71207.0,21935.0
25025040100,0.0,0.0,1.0,1.0,0.4713043478260869,0.1356521739130435,1900.0,460000.0,216000.0,300700.0,5.0,2,2.0,0.0,1093.0,1143.0,55100.0,13.56,1050.5,13.0,13,3,12,0,0,0,20,0,22,17,1,0,0,89,86,89,83,4.0,7.0,8.0,811.0,39.0,856.0,13.0,83.0,24.0,6.0,739.0,0.0,23.0,869,2010.0,2168.0,991.0,1177.0,237.0,1639.0,292.0,2052.0,11.0,2.0,46.0,0.0,1.0,15.0,41.0,451.0,1188.0,451.0,268.0,91.0,64.0,25.0,1.0,2.0,737.0,551.0,156.0,27.0,3.0,0.0,0.0,0.0,2007-11,127039.0,27832.0,159485.0,44750.0,115573.0,57487.0
25025040200,3.0,1.0,0.0,4.0,0.5137362637362637,0.1153846153846153,1892.5,469000.0,213000.0,339800.0,5.0,2,2.0,0.0,1101.0,1078.0,59100.0,15.0,1150.5,11.0,5,2,5,0,1,0,20,0,19,14,0,0,0,34,35,34,71,5.0,1.0,7.0,287.0,10.0,304.0,6.0,71.0,12.0,9.0,213.0,0.0,23.9,310,2010.0,1606.0,731.0,875.0,433.0,1008.0,165.0,861.0,224.0,2.0,130.0,0.0,15.0,23.0,351.0,362.0,663.0,362.0,132.0,89.0,73.0,45.0,16.0,7.0,301.0,236.0,53.0,5.0,4.0,0.0,2.0,1.0,2007-11,48026.0,10478.0,99615.0,18992.0,35000.0,18496.0
25025040300,3.0,1.0,6.0,9.0,0.5553772070626003,0.126270733012306,1885.0,380000.0,175000.0,286400.0,5.0,2,2.0,0.0,1049.0,1068.5,40000.0,11.51,1050.5,14.0,24,5,25,5,5,0,86,1,16,72,8,4,0,152,154,152,300,28.0,4.0,29.0,1306.0,60.0,1397.0,30.0,300.0,52.0,25.0,1018.0,4.0,20.3,1427,2010.0,3882.0,1822.0,2060.0,643.0,2949.0,290.0,3169.0,138.0,1.0,146.0,0.0,1.0,43.0,384.0,845.0,1894.0,845.0,401.0,230.0,148.0,54.0,10.0,2.0,1049.0,708.0,290.0,41.0,8.0,2.0,0.0,0.0,2007-11,115029.0,17003.0,117294.0,25326.0,72717.0,47810.0
25025040401,3.0,4.0,16.0,13.0,0.504524886877828,0.0950226244343891,1899.0,398000.0,180000.0,291650.0,5.0,1,2.0,0.0,1065.0,1024.5,60000.0,18.35,1050.5,13.0,9,0,10,2,0,0,19,0,3,27,4,0,0,56,53,56,79,9.0,5.0,9.0,507.0,21.0,541.0,10.0,79.0,13.0,3.0,442.0,0.0,21.4,551,2010.0,2439.0,1102.0,1337.0,403.0,1719.0,317.0,2002.0,50.0,4.0,203.0,1.0,5.0,30.0,144.0,558.0,1174.0,558.0,242.0,155.0,97.0,42.0,13.0,9.0,616.0,503.0,98.0,12.0,2.0,1.0,0.0,0.0,2007-11,73184.0,12143.0,117083.0,47729.0,55516.0,11135.0
25025040600,8.0,11.0,28.0,31.0,0.4411764705882353,0.1902761104441776,1885.0,390000.0,146500.0,295000.0,5.0,2,2.0,0.0,1131.5,1212.0,50000.0,11.59,1150.5,12.0,19,5,16,5,1,0,73,0,11,36,11,0,1,62,64,62,167,16.0,4.0,11.0,701.0,28.0,737.0,23.0,167.0,27.0,16.0,527.0,0.0,22.2,760,2010.0,2444.0,1177.0,1267.0,240.0,1961.0,243.0,2235.0,36.0,0.0,89.0,1.0,5.0,20.0,58.0,488.0,1238.0,488.0,262.0,126.0,73.0,18.0,6.0,3.0,750.0,479.0,222.0,38.0,9.0,1.0,1.0,0.0,2007-11,116042.0,45849.0,147112.0,20202.0,81474.0,21188.0
25025040801,2.0,1.0,11.0,14.0,0.4976700838769804,0.1472506989748369,1899.0,429397.5,182450.0,287400.0,4.0,2,1.0,0.0,945.0,1115.5,20000.0,5.61,950.5,16.0,9,6,20,4,2,0,181,0,7,35,7,1,0,59,60,59,2,11.0,4.0,13.0,851.0,25.0,892.0,12.0,2.0,0.0,0.0,899.0,0.0,25.4,904,2010.0,3900.0,1766.0,2134.0,729.0,2794.0,377.0,2139.0,305.0,9.0,720.0,8.0,35.0,71.0,613.0,903.0,1876.0,903.0,453.0,229.0,123.0,68.0,20.0,10.0,973.0,787.0,177.0,8.0,0.0,1.0,0.0,0.0,2007-11,37000.0,13920.0,168813.0,29393.0,18281.0,10313.0
25025050101,5.0,24.0,21.0,33.0,0.4352078239608802,0.1784841075794621,1900.0,249000.0,83000.0,198000.0,10.0,2,4.0,1875.0,2097.0,789.0,25000.0,10.6,2050.5,11.0,17,7,13,18,10,0,24,0,16,50,44,6,0,62,65,62,80,40.0,12.0,23.0,399.0,33.0,475.0,32.0,80.0,106.0,187.0,117.0,1.0,38.1,507,2010.0,5115.0,2694.0,2421.0,1330.0,3414.0,371.0,1428.0,132.0,11.0,287.0,0.0,29.0,88.0,3140.0,1053.0,1713.0,1053.0,256.0,239.0,213.0,169.0,84.0,92.0,660.0,516.0,95.0,27.0,13.0,6.0,2.0,1.0,2007-11,33939.0,10191.0,84280.0,9152.0,27700.0,4045.0
25025050200,7.0,18.0,26.0,18.0,0.3954685890834191,0.238928939237899,1900.0,280000.0,107000.0,215200.0,11.0,3,5.0,1800.0,2138.0,715.0,20000.0,9.18,2150.5,11.0,15,8,19,28,8,1,26,0,23,52,58,4,3,88,92,88,74,57.0,14.0,38.0,459.0,47.0,579.0,36.0,74.0,132.0,265.0,96.0,0.0,33.0,615,2010.0,5231.0,2736.0,2495.0,1332.0,3557.0,342.0,1353.0,135.0,8.0,129.0,1.0,96.0,82.0,3427.0,1148.0,1695.0,1148.0,276.0,289.0,281.0,150.0,70.0,82.0,547.0,373.0,105.0,31.0,19.0,12.0,5.0,2.0,2007-11,50733.0,7687.0,62083.0,11003.0,43750.0,9469.0
25025050300,23.0,20.0,50.0,53.0,0.2862903225806452,0.3427419354838709,1910.0,241600.0,0.0,169450.0,4.0,1,2.0,947.0,1800.0,938.0,36000.0,16.8,1850.5,14.0,7,3,3,2,2,0,45,0,6,14,6,0,0,14,15,14,2,7.0,2.0,11.0,111.0,7.0,130.0,8.0,2.0,11.0,38.0,62.0,0.0,31.2,138,2010.0,2251.0,1107.0,1144.0,517.0,1413.0,321.0,650.0,231.0,4.0,236.0,0.0,40.0,62.0,1028.0,464.0,973.0,464.0,161.0,123.0,94.0,57.0,17.0,12.0,509.0,419.0,55.0,21.0,9.0,1.0,3.0,1.0,2007-11,15907.0,2215.0,49861.0,65351.0,15331.0,2290.0
25025050400,2.0,15.0,10.0,5.0,0.3677811550151976,0.2355623100303951,1900.0,254900.0,51000.0,198000.0,5.0,2,2.0,1215.0,1598.0,681.0,69000.0,32.56,1550.5,12.0,10,3,12,5,0,0,8,0,8,29,9,0,2,31,32,31,28,8.0,10.0,6.0,215.0,14.0,239.0,14.0,28.0,23.0,69.0,91.0,1.0,39.5,253,2010.0,2372.0,1317.0,1055.0,411.0,1738.0,223.0,935.0,66.0,5.0,63.0,0.0,52.0,47.0,1204.0,480.0,967.0,480.0,141.0,137.0,99.0,62.0,21.0,20.0,487.0,342.0,104.0,23.0,13.0,3.0,1.0,1.0,2007-11,48697.0,10450.0,88824.0,31532.0,41359.0,10604.0
25025050500,2.0,13.0,6.0,6.0,0.2872062663185378,0.3028720626631854,1905.0,205000.0,29000.0,158100.0,4.0,1,2.0,824.0,817.0,719.5,20000.0,11.43,850.5,11.0,7,1,6,6,1,0,24,0,4,12,12,2,1,21,21,21,1,7.0,7.0,6.0,159.0,8.0,176.0,11.0,1.0,1.0,28.0,134.0,0.0,31.6,187,2010.0,1857.0,1017.0,840.0,376.0,1364.0,117.0,710.0,29.0,0.0,48.0,0.0,43.0,31.0,996.0,381.0,659.0,381.0,104.0,98.0,85.0,46.0,22.0,26.0,278.0,178.0,61.0,21.0,6.0,8.0,3.0,1.0,2007-11,40625.0,12782.0,75208.0,15179.0,33873.0,5642.0
25025050600,5.0,4.0,13.0,8.0,0.3044354838709677,0.2923387096774194,1910.0,282399.0,0.0,214435.0,2.0,1,1.0,948.0,990.0,698.0,33000.0,13.79,950.5,10.0,17,2,15,12,1,0,200,0,27,36,27,0,2,81,83,81,9,21.0,17.0,21.0,468.0,26.0,528.0,25.0,9.0,23.0,80.0,385.0,0.0,28.0,553,2010.0,2063.0,1201.0,862.0,431.0,1481.0,151.0,523.0,40.0,5.0,45.0,0.0,44.0,32.0,1374.0,417.0,746.0,417.0,101.0,108.0,104.0,57.0,24.0,23.0,329.0,203.0,84.0,24.0,15.0,1.0,2.0,0.0,2007-11,56875.0,5542.0,56019.0,991.0,58275.0,13836.0
